pattern,Label
"NUM EQ NUM TAUTOLOGY COMMENT """,Attack
"VAR ( VAR ( NUM ) * NUM ) ) VAR FROM ( SELECT NUM UNION_SELECT NUM UNION_SELECT NUM UNION_SELECT NUM ) VAR VAR VAR VAR ) AND ( ( NUM EQ NUM """,Attack
"( ( STR EQ 'VAR""",Attack
"AND VAR""",Safe
"VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR""",Safe
"VAR VAR VAR IS VAR VAR VAR VAR VAR VAR VAR""",Safe
"VAR VAR""",Safe
"VAR VAR:VAR ]) ^ AND %-(* ( ( STR EQ 'VAR""",Attack
"NULL COMMENT """,Attack
"VAR VAR. AND VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR'VAR VAR VAR VAR AND IS VAR. VAR VAR VAR VAR VAR VAR VAR VAR VAR""",Safe
"VAR VAR VAR VAR VAR VAR VAR AND VAR VAR'VAR VAR (OR VAR LIKE VAR) VAR VAR. VAR VAR VAR VAR VAR VAR VAR VAR VAR. VAR VAR VAR VAR VAR VAR? LT VAR / GT LT VAR / GT VAR VAR VAR VAR VAR VAR VAR VAR""",Safe
"NUM ) ) ) AND ( STR VAR STR LIKE STR VAR""",Attack
"NUM EQ NUM """,Attack
"VAR VAR VAR VAR VAR VAR VAR VAR AND VAR VAR VAR """,Safe
"VAR$VAR VAR VAR AND ( ( STR LIKE 'VAR""",Attack
"VAR VAR AND VAR VAR. VAR VAR VAR VAR VAR VAR!""",Safe
"VAR VAR? VAR IS VAR VAR VAR VAR VAR VAR? IS VAR VAR VAR VAR VAR VAR VAR AND VAR VAR VAR? OR IS VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR? VAR VAR - VAR VAR NOT.""",Safe
"VAR VAR LIKE VAR VAR VAR VAR VAR VAR VAR.""",Safe
"VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR""",Safe
"NULL COMMENT """,Attack
"VAR EQ NUM LT @$VAR TAUTOLOGY COMMENT NUM """,Attack
"NULL ) AND ( ( ( STR VAR STR LIKE STR VAR""",Attack
"VAR VAR VAR ) AND ( STR EQ 'VAR""",Attack
"VAR VAR'VAR NOT VAR VAR VAR VAR VAR VAR VAR VAR VAR AND VAR VAR VAR. VAR VAR VAR VAR VAR-VAR VAR VAR VAR VAR VAR. LT VAR / GT LT VAR / GT VAR VAR VAR VAR""",Safe
"VAR VAR VAR ) AND ( ( STR EQ '""",Attack
"SEMI VAR:VAR] EQ SEMI VAR EQ VAR- NUM STR TAUTOLOGY AND STR VAR STR LIKE STR VAR""",Attack
"VAR VAR VAR VAR VAR VAR """,Attack
"VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR. LT VAR / GT LT VAR / GT VAR VAR VAR""",Safe
"VAR VAR VAR ) COMMENT """,Attack
"NUM EQ NUM AND NUM EQ ( STR || ( SELECT VAR NUM VAR NUM VAR NUM VAR NUM VAR FROM VAR$VAR ) || STR ) ) ||'""",Attack
"VAR ( VAR ( NUM ) * NUM ) ) VAR FROM ( SELECT NUM UNION_SELECT NUM UNION_SELECT NUM UNION_SELECT NUM ) VAR VAR VAR VAR ) AND ( ( STR % STR EQ STR """,Attack
"VAR """,Safe
"VAR ( VAR ( NUM ) * NUM ) ) VAR FROM VAR.VAR VAR VAR VAR ) VAR ) """,Attack
"NULL COMMENT """,Attack
"VAR ( VAR ( NUM ) * NUM ) ) VAR FROM ( SELECT NUM UNION_SELECT NUM UNION_SELECT NUM UNION_SELECT NUM ) VAR VAR VAR VAR ) AND ( STR VAR STR LIKE STR VAR""",Attack
"@@VAR COMMENT NUM """,Attack
"NUM COMMENT """,Attack
"VAR@{%. GT ?VAR@ NUM EQ EQ .VAR\ NUM -}!:.VAR^VAR STR ) AND NUM EQ ( SELECT VAR ( VAR ( VAR ( NUM ) ||VAR ( NUM ) ||VAR ( NUM ) ||VAR ( NUM ) ||VAR ( NUM ) ||VAR ( NUM ) ||VAR ( NUM ) || ( SELECT ( VAR VAR ( NUM EQ NUM ) VAR NUM VAR NUM VAR ) FROM VAR ) ||VAR ( NUM ) ||VAR ( NUM ) ||VAR ( NUM ) ||VAR ( NUM ) ||VAR ( NUM ) ||VAR ( NUM ) ) ) FROM VAR ) AND ( STR VAR STR EQ STR VAR""",Attack
"NUM ) ) ) ) ||'""",Attack
"NUM ) ) ) """,Attack
"VAR VAR VAR VAR VAR VAR. VAR VAR VAR VAR VAR (VAR VAR) VAR VAR AND """,Safe
"VAR VAR VAR """,Safe
"VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR. LT VAR / GT LT VAR / GT VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR.""",Safe
"NUM COMMENT """,Attack
"VAR""",Safe
"VAR ( VAR ( NUM ) * NUM ) ) VAR FROM ( SELECT NUM UNION_SELECT NUM UNION_SELECT NUM UNION_SELECT NUM ) VAR VAR VAR VAR ) COMMENT """,Attack
"STR VAR""",Safe
"VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR AND VAR VAR. VAR IS VAR VAR-VAR VAR VAR VAR VAR""",Safe
"VAR VAR VAR'VAR VAR VAR VAR VAR. VAR VAR VAR VAR VAR VAR VAR VAR VAR""",Safe
"VAR VAR VAR ) AND ( ( ( STR EQ '""",Attack
"NULL COMMENT """,Attack
"VAR VAR VAR ) AND ( ( STR EQ '""",Attack
VAR VAR VAR ) TAUTOLOGY,Attack
"NUM ) AND ( ( ( STR LIKE 'VAR""",Attack
"VAR ( VAR ) ) COMMENT """,Attack
"VAR VAR VAR ) AND ( ( STR EQ 'VAR""",Attack
"STR VAR""",Attack
"AND VAR VAR VAR VAR VAR VAR NOT VAR VAR""",Safe
"VAR IS VAR VAR VAR-VAR. VAR VAR VAR VAR VAR AND VAR VAR VAR. VAR VAR VAR: VAR VAR VAR VAR VAR VAR VAR'VAR VAR IS VAR VAR VAR. VAR VAR VAR VAR VAR VAR VAR""",Safe
"VAR IS VAR AND VAR LIKE VAR VAR VAR AND VAR VAR VAR'VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR-VAR VAR VAR VAR VAR VAR VAR... VAR""",Safe
"NUM ) AND ( ( STR VAR STR LIKE STR VAR""",Attack
VAR.VAR VAR VAR ) TAUTOLOGY,Attack
"NUM ) AND ( ( STR EQ '""",Attack
"NUM COMMENT """,Attack
NUM EQ NUM TAUTOLOGY,Attack
"VAR VAR""",Safe
"VAR """,Safe
"VAR VAR VAR ) ) +'""",Attack
"VAR}~VAR:VAR~] NUM SEMI VAR+ COMMENT VAR LT VAR( NUM ?@ EQ NUM ^VAR~VAR|%+ SEMI NUM STR VAR STR VAR""",Attack
"NULL COMMENT """,Attack
